	Date	Account	Action	Security	Category	Memo	Quote/Price	Shares	Cash	Amount�Invested	Cash+Invest	
	8/28/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	9/11/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	9/25/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	10/9/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	10/23/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	11/6/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	11/20/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	12/4/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	12/18/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	12/31/2018	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	2/12/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				1,200.00		1,200.00	
	2/26/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	3/12/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	3/26/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	4/9/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	4/23/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	5/7/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	5/21/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	6/4/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	6/18/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/2/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/16/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	7/30/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	8/13/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	8/27/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	9/10/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	9/24/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	10/8/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	10/22/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	11/5/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	11/19/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	12/3/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	12/17/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	12/31/2019	TSP Roth	XIn	-Cash-	[Checking - Alliant]				400.00		400.00	
	1/14/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	1/28/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	2/11/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	2/25/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	3/10/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	3/24/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	4/7/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	4/21/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	5/5/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	5/19/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				410.00		410.00	
	6/2/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	6/16/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	6/30/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	7/14/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	7/28/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	8/11/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	8/25/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	9/8/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	9/22/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	10/6/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	10/20/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	11/3/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	11/17/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	12/1/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	12/15/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	12/29/2020	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	1/12/2021	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	1/26/2021	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	2/9/2021	TSP Roth	XIn	-Cash-	[Checking - Alliant]				425.00		425.00	
	9/30/2025	TSP Roth	XIn	-Cash-	[Fidelity CMA]				150.51		150.51	
	10/14/2025	TSP Roth	XIn	-Cash-	[Fidelity CMA]				135.46		135.46	
	11/25/2025	TSP Roth	XIn	-Cash-	[Fidelity CMA]				466.58		466.58	
	11/25/2025	TSP Roth	Cash	-Cash-	Other Inc	late contrib earnings adjustment			0.09		0.09	
	12/9/2025	TSP Roth	XIn	-Cash-	[Fidelity CMA]				150.51		150.51	
	12/23/2025	TSP Roth	XIn	-Cash-	[Fidelity CMA]				150.51		150.51	
	1/6/2026	TSP Roth	XIn	-Cash-	[Fidelity CMA]				150.51		150.51	
	1/20/2026	TSP Roth	XIn	-Cash-	[Fidelity CMA]				150.51		150.51	
	2/3/2026	TSP Roth	XIn	-Cash-	[Fidelity CMA]				152.02		152.02	
